Country/Region,2020-01-19,2020-01-26,2020-02-02,2020-02-09,2020-02-16,2020-02-23,2020-03-01,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14,2021-03-21,2021-03-28,2021-04-04,2021-04-11
AT,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,4.248495242049359,6.3561076606958915,7.677400430514807,8.604654467186231,8.163371316459912,7.613324979540639,6.762729506931879,6.1675164908883415,6.016157159698354,5.616771097666572,5.908082938168931,5.652489180268651,5.293304824724492,5.3612921657094255,5.19295685089021,5.501258210544727,5.54907608489522,6.371611847231857,6.42648845745769,6.672032945461067,6.639875833826536,6.773080375655535,6.561030665896573,7.138866999945524,7.5406215286571525,7.56164174558878,7.650644551436897,8.19118600464279,8.471777327885755,8.463792414689122,8.559869465696673,8.852378886511985,9.072341873818893,9.608780865147382,10.199732855648397,10.652424154738116,10.840972100417284,10.68443954523277,10.42522344230968,10.127750477118255,9.859169871885003,9.76347807952779,9.49363784611014,9.53372736904874,9.600285668426311,9.50599061407714,9.305741456739435,9.179468708309095,9.139273923542323,9.188197007290492,9.326611153641569,9.531046110875145,9.652073119254888,9.808847148382007,9.922063938109064,10.014402613107283,10.009018053745592,9.838575628358985,9.716675930469309
BE,0.0,0.0,0.0,0.0,0.0,0.0,5.123963979403259,6.253828811575473,7.661997558901893,8.751316246773456,9.137447046455858,9.168163293076997,9.123147160273806,9.004791129062925,8.340933226000878,8.0323601479245,7.780303087908373,7.507141079727608,7.226936018493289,6.786716950605081,6.740519359606223,6.448889394146858,6.490723534502507,6.444131256700441,6.447305862541213,7.1204443723924875,7.611347717403621,8.209308411646937,8.293799608846818,8.404696160189092,8.188411308079031,8.049107721326406,8.078998258685154,8.445267451844648,9.020389788017736,9.397234790615272,9.603732898850078,10.285615795279854,10.936387297838856,11.432734412960881,11.726584177073223,11.081203646708584,10.52169564643158,10.151284691288994,9.772467290097724,9.648208131191847,9.489259158757807,9.933094897288786,9.565914710470881,9.318207742845189,9.512295103714683,9.58293787645873,9.591854259261833,9.679280936368654,9.682404377188837,9.49137540170617,9.633252393688068,9.743025330095067,9.704731689278749,9.878784939895755,10.026589749670112,10.548546822289019,10.354913429020494,10.127150968697189,10.106958868052818
BG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.713572066704308,4.804021044733257,5.123963979403259,5.147494476813453,5.062595033026967,5.37989735354046,5.910796644040527,5.849324779946859,5.7899601708972535,5.537334267018537,5.4510384535657,4.51085950651685,5.356586274672012,6.318968113746434,6.406879986069314,6.6240652277998935,6.9584483932976555,7.311886164077165,7.288244401020124,7.422971251049421,7.329093736246592,7.317876198626496,6.897704943128636,6.682108597449809,6.940222469119639,6.786716950605081,6.734591659972948,6.833031732786201,7.071573364211532,7.327123292259293,7.937731775260109,8.47407690034261,9.042394981126735,9.634430944207512,9.982344942613622,10.04107321548869,10.054576406898985,9.954655839110528,9.857286533635413,9.80410910855585,9.399058096275375,8.756997183623554,8.611775833902186,8.617219505483362,8.110727582974489,7.992944547318106,8.274357006756292,8.503905297089302,8.69349667588463,8.842604480678025,9.236690147298965,9.480749115757506,9.801842348773928,10.11058301942873,10.13816433966401,10.105979316119466,9.866408544294707,9.577203242302405
HR,0.0,0.0,0.0,0.0,0.0,1.791759469228055,1.791759469228055,3.258096538021482,5.123963979403259,6.111467339502679,6.150602768446279,6.0112671744041615,5.697093486505405,5.214935757608986,4.276666119016055,4.477336814478207,3.871201010907891,2.9444389791664403,1.0986122886681098,0.0,1.3862943611198906,3.871201010907891,5.783825182329737,6.152732694704104,6.359573868672378,6.364750756851911,6.289715570908998,6.068425588244111,5.765191102784844,6.776506992372183,7.299797366758161,7.581209826196346,7.537962659768208,7.395721608602045,7.213031659834869,7.156176637480615,7.2399325913204695,7.836369760545124,8.482394685873542,9.12674134809987,9.639326675125693,9.641343263872185,9.749170192151771,9.829087229959878,10.055478759522249,10.075800860133013,10.129387302044055,9.926422523818625,9.334767950351235,8.980927207648378,8.865735152124781,8.561784074744113,8.292298107063221,8.166784289056151,8.01829613851552,7.75491027202143,7.70796153183549,7.983440063006542,8.161375023197486,8.381144346952961,8.751632702472298,9.115590035430372,9.453208116138121,9.413199579987685,9.637306011530349
CY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.258096538021482,4.060443010546419,4.553876891600541,5.5093883366279774,5.247024072160486,4.976733742420574,3.8918202981106265,3.9889840465642745,3.332204510175204,3.091042453358316,2.5649493574615367,2.833213344056216,2.772588722239781,2.995732273553991,1.6094379124341003,2.1972245773362196,2.0794415416798357,2.4849066497880004,3.1354942159291497,2.772588722239781,4.2626798770413155,4.6913478822291435,4.59511985013459,4.442651256490317,4.204692619390966,3.1354942159291497,2.772588722239781,4.204692619390966,4.543294782270004,4.844187086458591,5.1647859739235145,6.38856140554563,6.760414691083428,6.826545223556594,7.316548177182976,7.07326971745971,7.247792581767846,7.4815557019095165,7.575584651557793,7.738488122494646,8.006367567650246,7.557472901614746,8.307459327011946,8.179199798423086,7.495541943884256,6.98100574072173,6.78332520060396,6.773080375655535,6.61472560020376,6.637258031284457,7.147559271189454,7.67368812926773,7.9017475185201445,7.865187954187467,7.792761720816526,7.998671361015776,8.23031079913502,8.382975849296429
CZ,0.0,0.0,0.0,0.0,0.0,0.0,2.9444389791664403,5.135798437050262,6.692083742506628,7.400009517162692,7.518064181233078,7.214504414151143,6.652863029353347,6.61472560020376,5.998936561946683,5.8289456176102075,5.886104031450156,6.075346031088684,5.8289456176102075,5.820082930352362,6.049733455231958,6.124683390894205,6.745236349484363,7.040536390215956,6.51471269087253,6.606650186198215,7.213031659834869,7.304515946460155,7.336936913707618,7.412160334945205,7.549082710812286,7.742402021815782,8.204671828950811,8.942330199321866,9.465370112152714,9.615005159913578,9.75909741657673,10.416311178964792,10.911846852226676,11.314108605647077,11.34219645421208,11.240040046761179,10.75809435172215,10.389641313496469,10.236346124873199,10.14760951023553,10.3495506300728,10.678537248715708,10.794111697661032,11.125791313546788,11.376498455519377,11.021739056456585,10.80881844417394,10.765385454579738,10.80766521652648,10.873072575468,11.058354142754112,11.305581441189922,11.345323048182294,11.289081668541625,11.11688579750922,10.85156760689969,10.563930739922945,10.248423867569471,10.015431350758112
DK,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,2.995732273553991,6.6895992691789665,6.212606095751519,6.774223886357614,7.53689712956617,7.5595594960077,7.1276936993473985,7.0925737159746784,6.8690144506657065,6.815639990074331,6.289715570908998,6.066108090103747,5.840641657373398,5.673323267171493,5.3706380281276624,5.529429087511423,5.648974238161206,5.056245805348308,4.736198448394496,5.424950017481403,5.579729825986222,5.860786223465865,6.481577129276431,6.947937068614969,6.628041376179533,6.29156913955832,6.863803391452954,7.507141079727608,7.965198290612176,8.236685322712457,8.035602692918582,7.930206206684683,7.958227192322312,8.405143687607614,8.84505705350085,8.971956271245688,8.831711917821577,9.054504940418054,9.073259831427816,9.259511415982631,9.812358619125026,10.106020149946213,9.881293067026359,9.703449989936393,9.449278529189034,8.98205864280585,8.651374372882257,8.33758794211651,8.036249942132116,7.9658927350845286,8.01102337918644,8.202756381655638,8.187021067343505,8.629092283913646,8.503094267036737,7.696667081526462,8.642768014324304,8.38548870041881,8.440312147080279
EE,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,4.653960350157523,5.25227342804663,5.82600010738045,5.976350909297934,5.579729825986222,5.337538079701318,4.812184355372417,4.1588830833596715,3.5263605246161616,3.6109179126442243,3.9318256327243257,3.784189633918261,4.189654742026425,3.7376696182833684,2.0794415416798357,1.6094379124341003,1.9459101490553132,3.044522437723423,1.9459101490553132,2.4849066497880004,3.6635616461296463,4.31748811353631,3.6109179126442243,4.394449154672439,4.584967478670572,4.852030263919617,5.099866427824199,5.393627546352362,5.66988092298052,6.021023349349527,5.594711379601839,5.327876168789581,5.700443573390687,6.317164686747284,6.93537044601511,7.2991214627108,7.5822291942764615,7.750614732770409,7.938088726896952,8.074960359115858,8.16223106548118,8.244859395911256,8.232706009860976,8.366370301681654,8.189244525735901,8.158516244806831,8.178358165605836,8.233503140233994,8.351610750626559,8.572438665642215,8.904630097005011,9.136155473786806,9.228965836099349,9.225819942824568,9.072227069846548,8.73214326770192,8.476162841858246,8.094073148069352
FI,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2.4849066497880004,5.3471075307174685,5.697093486505405,6.467698726104354,6.5722825426940075,6.930494765951626,6.654152520183219,6.677083461247136,6.55250788703459,6.556778356158042,6.0063531596017325,5.641907070938114,5.552959584921617,4.927253685157205,4.812184355372417,4.007333185232471,4.02535169073515,3.912023005428146,3.7612001156935624,3.295836866004329,4.248495242049359,4.007333185232471,4.8283137373023015,5.0238805208462765,5.225746673713202,4.962844630259907,5.356586274672012,5.69035945432406,5.8998973535824915,6.484635235635252,6.70196036600254,7.284820912568604,7.275172319452771,7.214504414151143,7.2868764117507,7.148345743900068,7.448333860897476,7.656337166430183,8.036249942132116,7.976251943745623,8.080856419640986,7.784473235736469,7.584773077612199,7.48605261786314,7.488852955733459,7.443663683115591,7.711101251840158,7.838737559599282,7.779466967458324,7.917536353943631,8.094988759303774,8.23403420769204,8.411832675758411,8.401557847817314,8.540323608805092,8.394347361417392,8.174421152646497,7.868254265520613,7.563200592358071
FR,0.0,1.0986122886681098,1.6094379124341003,0.0,0.0,4.477336814478207,6.731018100482083,8.169336395928386,9.191463316206494,10.038018445493734,10.182103652974162,0.0,11.4372424068658,9.26974071525763,9.02905827475689,8.921991410536698,8.00903068506973,7.947678571301568,8.637462023807181,7.451241684987676,7.905810312658931,7.820840879907344,7.593877844605118,7.29505641646263,7.853604813097837,7.988542982737695,8.52456594574565,8.792093929503284,9.15556734612889,9.72728722274711,9.987736784981028,10.408375583635365,10.686201176455116,10.901487295336825,11.098288422979353,11.330923856987194,11.24690050833765,11.615707659613255,11.896042709414486,12.291644653792135,12.538906127047438,12.846638860904996,12.226037024449736,12.049722882824971,11.295416012273112,11.186502564202017,11.324799092787902,11.452102698524444,11.402541240480666,11.418790594219553,11.71762802154575,11.739359596382505,11.840702867985952,11.856188874997338,11.820402811749979,11.76393317955263,11.78220423062008,11.916836032072062,11.87553874205544,11.993263014855499,12.231209062064028,12.447323269853415,12.350800498206862,12.182379158647441,12.669564494077306
DE,0.0,2.0794415416798357,1.6094379124341003,1.0986122886681098,0.0,4.143134726391533,6.579251212010101,8.239065331769268,9.777243825961877,10.476780804620594,10.555734610523901,10.268686067415738,9.82195206455361,9.485772721999046,9.042394981126735,8.757311846936409,8.395703293828527,8.350902451694811,8.071843149609158,7.72356247227797,7.504942068396171,8.132412674500905,8.239593454305968,7.9157131993821155,7.828436359157585,7.907283609426348,8.256347772918016,8.461046030793236,8.682368589375221,8.933927891782632,9.145588494746486,9.102086786535928,9.014690384970896,9.18594521514146,9.402199633250627,9.400464740833158,9.61587214452889,10.062028580664679,10.626217806887722,11.053173111388238,11.551973086220894,11.822789684355659,11.787666664351708,11.761791342440219,11.732093122884846,11.784066485401768,11.934664104618221,12.057671240238923,11.83299243956601,11.754301784545499,11.950677043434332,11.609897898828109,11.503339667666632,11.376188941396757,11.003632000182314,10.857131870951632,10.849628306379168,10.928740306849777,10.967749913160826,11.123033464099866,11.506595472775356,11.64124831666514,11.543493466536646,11.7233727588232,11.883474714063453
GR,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,3.7376696182833684,5.204006687076795,5.71042701737487,6.274762021241939,6.416732282512326,6.0112671744041615,5.0369526024136295,5.602118820879701,4.736198448394496,4.499809670330265,4.6913478822291435,4.04305126783455,3.6635616461296463,4.174387269895637,4.882801922586371,4.969813299576001,4.700480365792417,4.976733742420574,5.564520407322694,5.351858133476067,5.209486152841421,6.042632833682381,6.726233402358747,7.270312886079025,7.328437352895162,7.3752557780097545,7.25063551189868,7.408530566894626,7.571473648851271,7.718685495198466,7.776954403322442,7.80994708647679,7.956476798036782,8.52912176228151,9.133351330448047,9.652330254766719,9.781376414141157,9.776278985795086,9.465989834846651,9.353054474175359,9.134970064951407,8.80131894766524,8.44009614103127,8.432724034789787,8.430327258394575,8.313116702819253,8.09437844497296,8.481980435660493,8.815815203906352,9.018332049592685,8.916237731721479,9.29771001811309,9.557257866458935,9.651365655482898,9.685953239986429,9.739732565316011,9.946020083254831,9.918573189954168,9.887408982323437
HU,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,3.258096538021482,4.290459441148391,5.480638923341991,5.814130531825066,6.448889394146858,6.261491684321042,6.411818267709897,6.212606095751519,5.602118820879701,5.560681631015528,5.480638923341991,5.0369526024136295,4.812184355372417,4.30406509320417,3.091042453358316,3.9512437185814275,3.58351893845611,4.007333185232471,4.454347296253507,4.6913478822291435,4.624972813284271,4.844187086458591,5.4116460518550396,5.545177444479562,6.284134161070802,7.706612913964197,8.27715777243181,8.536014945656826,8.72534492491121,8.80086724247048,8.836228571526014,9.014325488050225,9.330963814299922,9.86386275775286,10.296272607486918,10.366592440090708,10.421537021391439,10.446102498791525,10.568055201212758,10.394090060613085,10.07638988741359,9.638219074921247,9.33485624667375,9.530320210727126,9.223059144383958,8.952864141581468,8.982435503560263,9.087720658428273,9.271435471335993,9.571923252267498,10.086600462793985,10.482513733991373,10.775011017527744,10.88451678555052,11.06363385332151,10.908411678551898,10.447409403791308,10.402260837777945
IS,0.0,0.0,0.0,0.0,0.0,0.0,3.8918202981106265,4.663439094112067,5.75890177387728,6.194405391104672,6.118097198041348,5.605802066295998,4.2626798770413155,3.4011973816621555,2.0794415416798357,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,1.9459101490553132,1.6094379124341003,2.302585092994046,1.0986122886681098,1.6094379124341003,1.6094379124341003,3.912023005428146,4.127134385045092,3.784189633918261,4.07753744390572,3.7376696182833684,3.58351893845611,3.258096538021482,4.976733742420574,5.683579767338681,5.602118820879701,6.376726947898627,6.2878585601617845,5.981414211254481,6.154858094016418,5.288267030694535,4.812184355372417,4.418840607796598,4.624972813284271,4.653960350157523,4.330733340286331,4.23410650459726,4.127134385045092,4.2626798770413155,4.836281906951478,4.330733340286331,3.2188758248682006,3.044522437723423,2.9444389791664403,2.4849066497880004,2.4849066497880004,1.3862943611198906,2.302585092994046,2.5649493574615367,3.2188758248682006,4.189654742026425,4.127134385045092,3.4965075614664802,3.332204510175204
IE,0.0,0.0,0.0,0.0,0.0,0.0,2.833213344056216,4.709530201312334,6.486160788944089,7.396335293800808,7.691200097522863,8.371936178759098,8.670772279344538,8.24354550792826,7.869019376499023,7.367708572374371,7.160845906664299,6.280395838960195,5.849324779946859,5.537334267018537,4.718498871295094,4.3694478524670215,4.143134726391533,4.276666119016055,4.624972813284271,4.9344739331306915,4.77912349311153,5.480638923341991,6.282266746896006,6.304448802421981,6.57507584059962,6.699500340161678,6.70196036600254,7.086737934510577,7.4999765409521215,7.611842399580417,8.041734711487537,8.305484017727691,8.848509300888079,8.913281137711804,8.584477938221834,8.131236549696116,7.890208213109961,7.869783902530146,7.4949862339505335,7.603897968521881,7.4999765409521215,8.013012110368916,8.797548488481558,9.352881058758292,10.687411927154141,10.276877027171807,9.705280486511949,9.118115427933665,8.888066854754783,8.740016691519521,8.627302414096267,8.434246270595311,8.22121009392507,8.204945165019208,8.152774052744075,8.32020459757888,8.231642179973411,7.988882253309227,7.861341795599989
