cnty,fct,fct_date,fct_mape,horizon,iter,method,step_ahead,train_mape,train_mse,true
51036,4.000000005911079,2020-05-24,300.0000005911079,2020-05-17,0,spatial,1-step_ahead,5.267032171518693e-07,2.285525850245581e-16,1.0
51036,3.9999999977890894,2020-05-31,299.99999977890894,2020-05-17,0,spatial,2-step_ahead,2.647138696074268e-07,7.256013123732189e-17,1.0
51036,4.00000000000001,2020-06-07,300.00000000000097,2020-05-17,0,spatial,3-step_ahead,1.0355473092783456e-13,1.7847977980625392e-29,1.0
51036,4.063810692592712,2020-06-14,41.94556153438981,2020-05-17,0,spatial,4-step_ahead,7.872695403617308,0.08563239326631049,6.999999999999999
51115,1.0,2020-06-07,0.0,2020-05-31,0,spatial,1-step_ahead,0.0,0.0,1.0
51115,1.0,2020-06-14,0.0,2020-05-31,0,spatial,2-step_ahead,0.0,0.0,1.0
51115,1.0,2020-06-21,0.0,2020-05-31,0,spatial,3-step_ahead,0.0,0.0,1.0
51115,1.0,2020-06-28,,2020-05-31,0,spatial,4-step_ahead,0.0,0.0,
51041,334.9999999999901,2020-06-07,4.829545454548233,2020-05-31,0,spatial,1-step_ahead,3.176666958099781e-12,4.3231016488402564e-23,351.99999999999983
51041,334.99999999999517,2020-06-14,14.102564102565355,2020-05-31,0,spatial,2-step_ahead,1.0985715164327524e-12,9.231060986279027e-24,390.00000000000006
51041,335.0000000271213,2020-06-21,99.40476192090557,2020-05-31,0,spatial,3-step_ahead,1.1013434542205147e-08,5.395291719185078e-16,167.99999999999997
51041,334.99999994648624,2020-06-28,,2020-05-31,0,spatial,4-step_ahead,1.4840610989389945e-07,1.20985572101517e-13,
51001,127.98584308596331,2020-06-07,611.0324615886852,2020-05-31,0,ar,1-step_ahead,86.58676174084715,3895.444656442965,17.999999999999996
51001,127.98584308596331,2020-06-14,276.42895025283315,2020-05-31,0,ar,2-step_ahead,86.58676174084715,3895.444656442965,34.00000000000001
51001,127.98584308596331,2020-06-21,1322.0649231773698,2020-05-31,0,ar,3-step_ahead,86.58676174084715,3895.444656442965,9.000000000000002
51001,127.98584308596331,2020-06-28,,2020-05-31,0,ar,4-step_ahead,86.58676174084715,3895.444656442965,
51051,1.0,2020-06-07,0.0,2020-05-31,0,spatial,1-step_ahead,0.0,0.0,1.0
51051,1.0,2020-06-14,0.0,2020-05-31,0,spatial,2-step_ahead,0.0,0.0,1.0
51051,1.0,2020-06-21,0.0,2020-05-31,0,spatial,3-step_ahead,0.0,0.0,1.0
51051,1.0,2020-06-28,,2020-05-31,0,spatial,4-step_ahead,0.0,0.0,
51187,65.9999999999995,2020-06-07,999.9999999999916,2020-05-31,0,spatial_mob,1-step_ahead,9.003985860246035e-13,5.822030138802632e-26,6.0
51187,65.99999999944566,2020-06-14,999.999999990761,2020-05-31,0,spatial_mob,2-step_ahead,1.4171721093537223e-08,1.0675735247914119e-17,6.0
51187,66.00000000000021,2020-06-21,127.58620689655243,2020-05-31,0,spatial_mob,3-step_ahead,2.0025264056887714e-13,9.176030049530808e-27,29.000000000000004
51187,65.99999999999997,2020-06-28,,2020-05-31,0,spatial_mob,4-step_ahead,1.1481189822566901e-13,1.0389298121760724e-27,
51181,1.0000000000000002,2020-05-24,66.66666666666666,2020-05-17,0,spatial_mob,1-step_ahead,2.220446049250313e-14,6.779273404243069e-32,3.0000000000000004
51181,1.0,2020-05-31,0.0,2020-05-17,0,spatial_mob,2-step_ahead,1.3877787807814455e-15,6.162975822039155e-33,1.0
51181,0.9999999999999992,2020-06-07,7.771561172376096e-14,2020-05-17,0,spatial_mob,3-step_ahead,9.020562075079396e-14,1.23875814022987e-30,1.0
51181,0.9999999999999996,2020-06-14,3.330669073875469e-14,2020-05-17,0,spatial_mob,4-step_ahead,2.7755575615628914e-14,1.3404472412935162e-31,1.0
51117,17.216058832961107,2020-06-07,473.86862776537004,2020-05-31,0,ar,1-step_ahead,68.79581236554961,149.0415151542675,3.0000000000000004
51117,17.216058832961107,2020-06-14,145.94369761373008,2020-05-31,0,ar,2-step_ahead,68.79581236554961,149.0415151542675,6.999999999999999
51117,6.696118001296988,2020-06-21,234.8059000648493,2020-05-31,0,ar,3-step_ahead,48.62858908102628,124.56168708226828,2.0
51117,4.000000000000004,2020-06-28,,2020-05-31,0,ar,4-step_ahead,19.13987420467287,18.800915427406093,
51105,1.0,2020-06-07,0.0,2020-05-31,0,spatial,1-step_ahead,0.0,0.0,1.0
51105,1.0,2020-06-14,0.0,2020-05-31,0,spatial,2-step_ahead,0.0,0.0,1.0
51105,1.0,2020-06-21,0.0,2020-05-31,0,spatial,3-step_ahead,0.0,0.0,1.0
51105,1.0,2020-06-28,,2020-05-31,0,spatial,4-step_ahead,0.0,0.0,
51127,0.9999999999999992,2020-05-24,87.50000000000001,2020-05-17,0,ar,1-step_ahead,13.390598992457766,0.6441009396028868,7.999999999999997
51127,0.9999999999999992,2020-05-31,83.33333333333334,2020-05-17,0,ar,2-step_ahead,13.390598992457766,0.6441009396028868,6.0
51127,1.1623875181720877,2020-06-07,16.238751817208797,2020-05-17,0,ar,3-step_ahead,16.57452370211609,0.6531996388295339,1.0
51127,1.1608601355829522,2020-06-14,41.9569932208524,2020-05-17,0,ar,4-step_ahead,30.263682156036538,1.6756454504027265,2.0
51067,1.00000000015508,2020-05-24,66.66666666149736,2020-05-17,0,spatial_mob,1-step_ahead,1.7249448166130794e-08,5.39038851780528e-19,3.0000000000000004
51067,0.9999999858858938,2020-05-31,50.00000070570532,2020-05-17,0,spatial_mob,2-step_ahead,1.2372554286654849e-06,5.476904992278557e-15,2.0
51067,0.9999999849736708,2020-06-07,66.6666671675443,2020-05-17,0,spatial_mob,3-step_ahead,2.340312589554916e-06,1.161489702125636e-14,3.0000000000000004
51067,1.2019828293262045,2020-06-14,69.95042926684489,2020-05-17,0,spatial_mob,4-step_ahead,41.57961010367279,2.2436922669091293,4.0
51149,65.00000000000391,2020-05-31,242.10526315791532,2020-05-24,0,spatial_mob,1-step_ahead,4.4198547955468315e-12,2.0078280537568902e-24,19.0
51149,65.00000000000038,2020-06-07,333.3333333333359,2020-05-24,0,spatial_mob,2-step_ahead,6.108314234288083e-13,1.5574776674617894e-26,15.0
51149,64.99999999999974,2020-06-14,132.1428571428563,2020-05-24,0,spatial_mob,3-step_ahead,2.3104974723587977e-13,4.351929909950551e-27,28.0
51149,64.9999999999998,2020-06-21,182.60869565217305,2020-05-24,0,spatial_mob,4-step_ahead,7.560452738697906e-13,9.335560219428248e-27,23.0
51171,30.999999999999808,2020-06-07,3.1250000000005995,2020-05-31,0,spatial,1-step_ahead,5.233129304390441e-13,1.4584460415726064e-25,32.0
51171,31.00000000000187,2020-06-14,19.230769230776414,2020-05-31,0,spatial,2-step_ahead,6.186203800758818e-12,1.5035923934062238e-23,26.000000000000004
51171,31.00000000000028,2020-06-21,210.00000000000276,2020-05-31,0,spatial,3-step_ahead,1.0527480344518031e-12,5.475530874793355e-25,10.000000000000002
51171,31.00000000000028,2020-06-28,,2020-05-31,0,spatial,4-step_ahead,1.0527480344518031e-12,5.475530874793355e-25,
51149,20.196143244729303,2020-05-31,6.295490761733192,2020-05-24,0,ar,1-step_ahead,110.5512620068815,295.0858677109298,19.0
51149,64.99999999999969,2020-06-07,333.33333333333127,2020-05-24,0,ar,2-step_ahead,78.88561829793323,7.264033737705897,15.0
51149,64.99999999999969,2020-06-14,132.14285714285606,2020-05-24,0,ar,3-step_ahead,78.88561829793323,7.264033737705897,28.0
51149,64.99999999999969,2020-06-21,182.60869565217254,2020-05-24,0,ar,4-step_ahead,78.88561829793323,7.264033737705897,23.0
51091,1.0,2020-06-07,0.0,2020-05-31,0,spatial,1-step_ahead,0.0,0.0,1.0
51091,1.0,2020-06-14,0.0,2020-05-31,0,spatial,2-step_ahead,0.0,0.0,1.0
51091,1.0,2020-06-21,0.0,2020-05-31,0,spatial,3-step_ahead,0.0,0.0,1.0
51091,1.0,2020-06-28,,2020-05-31,0,spatial,4-step_ahead,0.0,0.0,
51105,1.0,2020-06-07,0.0,2020-05-31,0,spatial_mob,1-step_ahead,0.0,0.0,1.0
51105,1.0,2020-06-14,0.0,2020-05-31,0,spatial_mob,2-step_ahead,0.0,0.0,1.0
51105,1.0,2020-06-21,0.0,2020-05-31,0,spatial_mob,3-step_ahead,0.0,0.0,1.0
51105,1.0,2020-06-28,,2020-05-31,0,spatial_mob,4-step_ahead,0.0,0.0,
51171,30.999999999999808,2020-06-07,3.1250000000005995,2020-05-31,0,spatial_mob,1-step_ahead,5.233129304390441e-13,1.4584460415726064e-25,32.0
51171,31.00000000000187,2020-06-14,19.230769230776414,2020-05-31,0,spatial_mob,2-step_ahead,6.186203800758818e-12,1.5035923934062238e-23,26.000000000000004
51171,31.00000000000028,2020-06-21,210.00000000000276,2020-05-31,0,spatial_mob,3-step_ahead,1.0527480344518031e-12,5.475530874793355e-25,10.000000000000002
51171,31.00000000000028,2020-06-28,,2020-05-31,0,spatial_mob,4-step_ahead,1.0527480344518031e-12,5.475530874793355e-25,
51167,1.0,2020-06-07,0.0,2020-05-31,0,ar,1-step_ahead,0.0,0.0,1.0
51167,1.0,2020-06-14,0.0,2020-05-31,0,ar,2-step_ahead,0.0,0.0,1.0
51167,1.0,2020-06-21,0.0,2020-05-31,0,ar,3-step_ahead,0.0,0.0,1.0
51167,1.0,2020-06-28,,2020-05-31,0,ar,4-step_ahead,0.0,0.0,
51183,38.99999999999993,2020-05-31,94.9999999999997,2020-05-24,0,spatial,1-step_ahead,2.994012098481893e-13,1.3426782385410943e-27,20.0
51183,38.999999999995346,2020-06-07,1849.9999999997672,2020-05-24,0,spatial,2-step_ahead,7.618187148748977e-12,8.027195186941067e-24,2.0
51183,39.00000000000062,2020-06-14,550.0000000000103,2020-05-24,0,spatial,3-step_ahead,1.0229578733021531e-12,1.3014516897069036e-25,6.0
51183,38.99999999999993,2020-06-21,679.9999999999987,2020-05-24,0,spatial,4-step_ahead,1.1378182310219576e-13,1.6211338121324674e-27,4.999999999999999
51179,62.00000000000023,2020-06-07,44.14414414414394,2020-05-31,0,spatial_mob,1-step_ahead,6.051007794947106e-13,3.440380179849877e-25,110.99999999999996
51179,61.99999999999819,2020-06-14,44.186046511623694,2020-05-31,0,spatial_mob,2-step_ahead,2.64595143935196e-12,5.767671311545664e-24,43.0
51179,62.00000000000001,2020-06-21,129.62962962962965,2020-05-31,0,spatial_mob,3-step_ahead,1.2492404352985752e-13,3.9809076721073134e-26,27.0
51179,61.99999999999979,2020-06-28,,2020-05-31,0,spatial_mob,4-step_ahead,1.9613002798757855e-13,4.5753932502818685e-26,
51036,4.000000005911079,2020-05-24,300.0000005911079,2020-05-17,0,spatial_mob,1-step_ahead,5.267032171518693e-07,2.285525850245581e-16,1.0
51036,3.9999999977890894,2020-05-31,299.99999977890894,2020-05-17,0,spatial_mob,2-step_ahead,2.647138696074268e-07,7.256013123732189e-17,1.0
51036,4.00000000000001,2020-06-07,300.00000000000097,2020-05-17,0,spatial_mob,3-step_ahead,1.0355473092783456e-13,1.7847977980625392e-29,1.0
51036,4.063810692592712,2020-06-14,41.94556153438981,2020-05-17,0,spatial_mob,4-step_ahead,7.872695403617308,0.08563239326631049,6.999999999999999
51121,3.0000000000367337,2020-05-31,82.3529411762545,2020-05-24,0,spatial,1-step_ahead,2.5109603761310136e-08,2.844873563120691e-17,17.0
51121,2.9999999999999742,2020-06-07,25.000000000000643,2020-05-24,0,spatial,2-step_ahead,5.395816069085954e-13,2.896267376407968e-27,4.0
51121,2.9999999999999503,2020-06-14,70.00000000000051,2020-05-24,0,spatial,3-step_ahead,1.5882136875485947e-12,6.810336343130102e-27,10.000000000000002
51121,3.0000000057961524,2020-06-21,62.499999927548075,2020-05-24,0,spatial,4-step_ahead,1.5328651172448932e-07,1.1343199332997549e-16,7.999999999999997
51187,65.9999999999995,2020-06-07,999.9999999999916,2020-05-31,0,spatial,1-step_ahead,9.003985860246035e-13,5.822030138802632e-26,6.0
51187,65.99999999944566,2020-06-14,999.999999990761,2020-05-31,0,spatial,2-step_ahead,1.4171721093537223e-08,1.0675735247914119e-17,6.0
51187,66.00000000000021,2020-06-21,127.58620689655243,2020-05-31,0,spatial,3-step_ahead,2.0025264056887714e-13,9.176030049530808e-27,29.000000000000004
51187,65.99999999999997,2020-06-28,,2020-05-31,0,spatial,4-step_ahead,1.1481189822566901e-13,1.0389298121760724e-27,
51097,1.0,2020-05-24,50.0,2020-05-17,0,spatial_mob,1-step_ahead,0.0,0.0,2.0
51097,1.0,2020-05-31,90.9090909090909,2020-05-17,0,spatial_mob,2-step_ahead,0.0,0.0,11.000000000000002
51097,1.0,2020-06-07,0.0,2020-05-17,0,spatial_mob,3-step_ahead,0.0,0.0,1.0
51097,1.0,2020-06-14,0.0,2020-05-17,0,spatial_mob,4-step_ahead,0.0,0.0,1.0
51069,47.99999999999977,2020-06-07,41.1764705882346,2020-05-31,0,spatial_mob,1-step_ahead,3.687864298957361e-13,3.600242842292915e-26,34.00000000000001
51069,48.000000000000064,2020-06-14,140.0000000000004,2020-05-31,0,spatial_mob,2-step_ahead,2.375846092067205e-13,1.1708273555290256e-26,20.0
51069,47.99999999999992,2020-06-21,336.36363636363564,2020-05-31,0,spatial_mob,3-step_ahead,1.9564777957863902e-13,2.3650049938525928e-26,11.000000000000002
51069,47.999999999999936,2020-06-28,,2020-05-31,0,spatial_mob,4-step_ahead,2.650130094561949e-13,1.7566749067914099e-26,
51036,1.9222704778776618,2020-05-24,92.22704778776621,2020-05-17,0,ar,1-step_ahead,63.16853035490881,3.730916013927781,1.0
51036,1.9222704778776618,2020-05-31,92.22704778776621,2020-05-17,0,ar,2-step_ahead,63.16853035490881,3.730916013927781,1.0
51036,1.9222704778776618,2020-06-07,92.22704778776621,2020-05-17,0,ar,3-step_ahead,63.16853035490881,3.730916013927781,1.0
51036,1.9222704778776618,2020-06-14,72.53899317317625,2020-05-17,0,ar,4-step_ahead,63.16853035490881,3.730916013927781,6.999999999999999
51185,1.0,2020-05-31,50.0,2020-05-24,0,spatial_mob,1-step_ahead,0.0,0.0,2.0
51185,1.0,2020-06-07,0.0,2020-05-24,0,spatial_mob,2-step_ahead,0.0,0.0,1.0
51185,1.0,2020-06-14,0.0,2020-05-24,0,spatial_mob,3-step_ahead,0.0,0.0,1.0
51185,1.0,2020-06-21,0.0,2020-05-24,0,spatial_mob,4-step_ahead,0.0,0.0,1.0
51059,1148.9999999999213,2020-06-07,30.272108843528482,2020-05-31,0,spatial,1-step_ahead,6.8159538899196734e-12,1.0035227560109753e-20,882.0000000000001
51059,1148.9999999999875,2020-06-14,186.5336658354084,2020-05-31,0,spatial,2-step_ahead,1.3225633127917206e-12,3.8056770525974853e-22,401.00000000000006
51059,1149.000003037476,2020-06-21,367.0731719664538,2020-05-31,0,spatial,3-step_ahead,1.8361849040971984e-07,8.804831042225945e-12,245.99999999999991
51059,1149.0000008860904,2020-06-28,,2020-05-31,0,spatial,4-step_ahead,3.799999161200893e-08,6.125087381109208e-13,
51069,56.443229316896975,2020-06-07,66.0094979908734,2020-05-31,0,ar,1-step_ahead,24.19055646817025,298.60223370140784,34.00000000000001
51069,56.443229316896975,2020-06-14,182.2161465844849,2020-05-31,0,ar,2-step_ahead,24.19055646817025,298.60223370140784,20.0
51069,60.34002344073574,2020-06-21,448.5456676430521,2020-05-31,0,ar,3-step_ahead,22.156540139268003,176.6565433397393,11.000000000000002
51069,60.34002344073574,2020-06-28,,2020-05-31,0,ar,4-step_ahead,22.156540139268003,176.6565433397393,
51001,106.00000000000195,2020-06-07,488.88888888889977,2020-05-31,0,spatial,1-step_ahead,1.7644246570541083e-12,5.6444528158719516e-24,17.999999999999996
51001,106.00000000000007,2020-06-14,211.7647058823531,2020-05-31,0,spatial,2-step_ahead,1.3225818459737966e-13,4.646232959570715e-26,34.00000000000001
51001,106.00000000000007,2020-06-21,1077.7777777777783,2020-05-31,0,spatial,3-step_ahead,1.3225818459737966e-13,4.646232959570715e-26,9.000000000000002
51001,105.99999999998802,2020-06-28,,2020-05-31,0,spatial,4-step_ahead,8.750236833037282e-12,1.7022743014609002e-22,
51001,106.00000000000195,2020-06-07,488.88888888889977,2020-05-31,0,spatial_mob,1-step_ahead,1.7644246570541083e-12,5.6444528158719516e-24,17.999999999999996
51001,106.00000000000007,2020-06-14,211.7647058823531,2020-05-31,0,spatial_mob,2-step_ahead,1.3225818459737966e-13,4.646232959570715e-26,34.00000000000001
51001,106.00000000000007,2020-06-21,1077.7777777777783,2020-05-31,0,spatial_mob,3-step_ahead,1.3225818459737966e-13,4.646232959570715e-26,9.000000000000002
51001,105.99999999998802,2020-06-28,,2020-05-31,0,spatial_mob,4-step_ahead,8.750236833037282e-12,1.7022743014609002e-22,
51185,1.0,2020-05-31,50.0,2020-05-24,0,spatial,1-step_ahead,0.0,0.0,2.0
51185,1.0,2020-06-07,0.0,2020-05-24,0,spatial,2-step_ahead,0.0,0.0,1.0
51185,1.0,2020-06-14,0.0,2020-05-24,0,spatial,3-step_ahead,0.0,0.0,1.0
51185,1.0,2020-06-21,0.0,2020-05-24,0,spatial,4-step_ahead,0.0,0.0,1.0
51095,11.607084189567098,2020-05-24,28.96760210630109,2020-05-17,0,ar,1-step_ahead,24.352060184267874,24.49193304681968,9.000000000000002
51095,11.607084189567098,2020-05-31,45.08855236958878,2020-05-17,0,ar,2-step_ahead,24.352060184267874,24.49193304681968,7.999999999999997
51095,11.607084189567098,2020-06-07,38.910083212804714,2020-05-17,0,ar,3-step_ahead,24.352060184267874,24.49193304681968,19.0
51095,9.673170340040194,2020-06-14,38.18814771485993,2020-05-17,0,ar,4-step_ahead,21.96459815616587,17.314318031582165,6.999999999999999
51117,4.000000000000004,2020-06-07,33.33333333333346,2020-05-31,0,spatial_mob,1-step_ahead,4.3997816662119714e-13,1.1928858785912683e-26,3.0000000000000004
51117,3.999999999999908,2020-06-14,42.85714285714417,2020-05-31,0,spatial_mob,2-step_ahead,2.0924157984122273e-12,2.225290825005031e-25,6.999999999999999
51117,4.000000000000006,2020-06-21,100.00000000000037,2020-05-31,0,spatial_mob,3-step_ahead,2.321735260971915e-13,7.154179549449356e-27,2.0
51117,4.000000000000038,2020-06-28,,2020-05-31,0,spatial_mob,4-step_ahead,8.02594086817998e-13,3.71889738319947e-26,
51199,9.000000000000037,2020-06-07,12.50000000000049,2020-05-31,0,spatial,1-step_ahead,2.2728732476353894e-13,8.747481362769495e-28,7.999999999999997
51199,9.000000000000021,2020-06-14,50.00000000000036,2020-05-31,0,spatial,2-step_ahead,5.007105841059455e-13,1.717849391707728e-27,6.0
51199,8.999999999999991,2020-06-21,28.57142857142849,2020-05-31,0,spatial,3-step_ahead,1.5771334855369586e-13,2.0000089137681465e-28,6.999999999999999
51199,9.000000034721559,2020-06-28,,2020-05-31,0,spatial,4-step_ahead,1.3921998301105433e-07,2.2152621812227684e-16,
51109,12.999999999999947,2020-06-07,159.999999999999,2020-05-31,0,spatial_mob,1-step_ahead,2.8764943215306435e-13,7.119716188652512e-28,4.999999999999999
51109,13.000000222308175,2020-06-14,44.444446914535284,2020-05-31,0,spatial_mob,2-step_ahead,1.2311445030883628e-06,1.1293217324782493e-14,9.000000000000002
51109,13.000000044771076,2020-06-21,550.0000022385537,2020-05-31,0,spatial_mob,3-step_ahead,4.170138879012201e-07,1.1427335266944001e-15,2.0
51109,13.000000010133204,2020-06-28,,2020-05-31,0,spatial_mob,4-step_ahead,2.902727438877743e-07,5.293181181009652e-16,
51155,1.0,2020-05-24,87.5,2020-05-17,0,spatial,1-step_ahead,1.3415194880887308e-14,1.1401505270772436e-31,7.999999999999997
51155,1.0,2020-05-31,75.0,2020-05-17,0,spatial,2-step_ahead,0.0,0.0,4.0
51155,1.0,2020-06-07,80.0,2020-05-17,0,spatial,3-step_ahead,1.295260195396016e-14,4.930380657631323e-31,4.999999999999999
51155,1.0000000000000002,2020-06-14,80.0,2020-05-17,0,spatial,4-step_ahead,5.366077952354923e-14,6.656013887802286e-31,4.999999999999999
51111,1.1040895136738125,2020-05-24,77.91820972652376,2020-05-17,0,ar,1-step_ahead,13.406154065074597,0.10845792008129136,4.999999999999999
51111,1.1040895136738125,2020-05-31,63.197016210872924,2020-05-17,0,ar,2-step_ahead,13.406154065074597,0.10845792008129136,3.0000000000000004
51111,1.1040895136738125,2020-06-07,44.7955243163094,2020-05-17,0,ar,3-step_ahead,13.406154065074597,0.10845792008129136,2.0
51111,1.0905077326652577,2020-06-14,9.05077326652577,2020-05-17,0,ar,4-step_ahead,13.603753279052189,0.11056471650589134,1.0
51187,49.928419604367896,2020-06-07,732.1403267394652,2020-05-31,0,ar,1-step_ahead,22.233570091202914,60.21201949826389,6.0
51187,49.928419604367896,2020-06-14,732.1403267394652,2020-05-31,0,ar,2-step_ahead,22.233570091202914,60.21201949826389,6.0
51187,49.118899301089925,2020-06-21,69.37551483134456,2020-05-31,0,ar,3-step_ahead,27.838095664688524,69.6242066261454,29.000000000000004
51187,65.99999999999974,2020-06-28,,2020-05-31,0,ar,4-step_ahead,20.34910256520779,12.134642863647835,
51029,20.000000000001076,2020-06-07,51.21951219511934,2020-05-31,0,spatial,1-step_ahead,7.404655913168017e-12,3.3474609637987084e-23,41.00000000000001
51029,19.99999999999983,2020-06-14,37.500000000000526,2020-05-31,0,spatial,2-step_ahead,3.9034310672714993e-13,8.861629535754974e-26,32.0
51029,19.99999996935084,2020-06-21,1899.9999969350845,2020-05-31,0,spatial,3-step_ahead,4.5672779804754856e-07,1.7165262103064181e-13,1.0
51029,19.999999833770254,2020-06-28,,2020-05-31,0,spatial,4-step_ahead,4.733733409083578e-07,1.3956805193108781e-13,
51147,14.368357444305198,2020-06-07,19.736312035876672,2020-05-31,0,ar,1-step_ahead,52.47872694589852,79.44173650309355,12.0
51147,14.368357444305198,2020-06-14,30.62143131186544,2020-05-31,0,ar,2-step_ahead,52.47872694589852,79.44173650309355,11.000000000000002
51147,14.368357444305198,2020-06-21,618.41787221526,2020-05-31,0,ar,3-step_ahead,52.47872694589852,79.44173650309355,2.0
51147,18.741076820553005,2020-06-28,,2020-05-31,0,ar,4-step_ahead,50.01152985341165,68.17688689593453,
51045,1.0,2020-06-07,0.0,2020-05-31,0,ar,1-step_ahead,0.0,0.0,1.0
51045,1.0,2020-06-14,0.0,2020-05-31,0,ar,2-step_ahead,0.0,0.0,1.0
51045,1.0,2020-06-21,0.0,2020-05-31,0,ar,3-step_ahead,0.0,0.0,1.0
51045,1.0,2020-06-28,,2020-05-31,0,ar,4-step_ahead,0.0,0.0,
51067,2.2331893653467256,2020-05-24,25.56035448844249,2020-05-17,0,ar,1-step_ahead,56.83765510900086,4.415659391041797,3.0000000000000004
51067,2.2331893653467256,2020-05-31,11.65946826733628,2020-05-17,0,ar,2-step_ahead,56.83765510900086,4.415659391041797,2.0
51067,2.2331893653467256,2020-06-07,25.56035448844249,2020-05-17,0,ar,3-step_ahead,56.83765510900086,4.415659391041797,3.0000000000000004
51067,2.2331893653467256,2020-06-14,44.17026586633186,2020-05-17,0,ar,4-step_ahead,56.83765510900086,4.415659391041797,4.0
51059,1145.6645801839784,2020-06-07,29.89394333151681,2020-05-31,0,ar,1-step_ahead,2.998130845572996,4012.1402560536353,882.0000000000001
51059,1145.6645801839784,2020-06-14,185.70189032019408,2020-05-31,0,ar,2-step_ahead,2.998130845572996,4012.1402560536353,401.00000000000006
51059,1693.566995731427,2020-06-21,588.4418681835073,2020-05-31,0,ar,3-step_ahead,13.356813519269854,64633.332068526965,245.99999999999991
51059,1262.5866708660874,2020-06-28,,2020-05-31,0,ar,4-step_ahead,5.9201374214505025,19033.659650186186,
51021,1.0,2020-06-07,0.0,2020-05-31,0,spatial,1-step_ahead,0.0,0.0,1.0
51021,1.0,2020-06-14,0.0,2020-05-31,0,spatial,2-step_ahead,0.0,0.0,1.0
51021,1.0,2020-06-21,0.0,2020-05-31,0,spatial,3-step_ahead,0.0,0.0,1.0
51021,1.0,2020-06-28,,2020-05-31,0,spatial,4-step_ahead,0.0,0.0,
51047,70.00000000000121,2020-06-07,125.80645161290714,2020-05-31,0,spatial_mob,1-step_ahead,1.7723139330481162e-12,3.625642585719221e-24,31.0
51047,70.0000003494323,2020-06-14,337.5000021839519,2020-05-31,0,spatial_mob,2-step_ahead,1.6941050068607365e-07,6.873184744034501e-14,15.999999999999998
51047,70.00000000004529,2020-06-21,775.0000000005663,2020-05-31,0,spatial_mob,3-step_ahead,5.960369081118514e-11,5.8434646949769515e-21,7.999999999999997
51047,70.00000002527675,2020-06-28,,2020-05-31,0,spatial_mob,4-step_ahead,1.848052689436916e-08,3.7207357871695077e-16,
51149,65.00000000000391,2020-05-31,242.10526315791532,2020-05-24,0,spatial,1-step_ahead,4.4198547955468315e-12,2.0078280537568902e-24,19.0
51149,65.00000000000038,2020-06-07,333.3333333333359,2020-05-24,0,spatial,2-step_ahead,6.108314234288083e-13,1.5574776674617894e-26,15.0
51149,64.99999999999974,2020-06-14,132.1428571428563,2020-05-24,0,spatial,3-step_ahead,2.3104974723587977e-13,4.351929909950551e-27,28.0
51149,64.9999999999998,2020-06-21,182.60869565217305,2020-05-24,0,spatial,4-step_ahead,7.560452738697906e-13,9.335560219428248e-27,23.0
51107,408.9999995425555,2020-06-07,7.349081244765188,2020-05-31,0,spatial,1-step_ahead,6.502066604007034e-08,6.689883461258653e-14,381.00000000000017
51107,409.00000040060297,2020-06-14,85.06787348443582,2020-05-31,0,spatial,2-step_ahead,1.357724598868257e-07,2.0266186459941505e-13,220.99999999999991
51107,408.99999999999466,2020-06-21,194.24460431654305,2020-05-31,0,spatial,3-step_ahead,9.989020837949683e-13,1.8467170682351466e-23,138.99999999999997
51107,409.0000000000049,2020-06-28,,2020-05-31,0,spatial,4-step_ahead,1.1319681766966246e-12,1.7601039273742245e-23,
51179,91.94091358258473,2020-06-07,17.170348123797535,2020-05-31,0,ar,1-step_ahead,25.94666683042788,550.8245457913488,110.99999999999996
