cnty,fct,fct_date,fct_mape,horizon,iter,method,step_ahead,train_mape,train_mse,true
51179,91.94091358258473,2020-06-14,113.81607809903423,2020-05-31,0,ar,2-step_ahead,25.94666683042788,550.8245457913488,43.0
51179,91.94091358258473,2020-06-21,240.52190215772117,2020-05-31,0,ar,3-step_ahead,25.94666683042788,550.8245457913488,27.0
51179,91.94091358258473,2020-06-28,,2020-05-31,0,ar,4-step_ahead,25.94666683042788,550.8245457913488,
51063,1.0,2020-06-07,0.0,2020-05-31,0,spatial,1-step_ahead,0.0,0.0,1.0
51063,1.0,2020-06-14,0.0,2020-05-31,0,spatial,2-step_ahead,0.0,0.0,1.0
51063,1.0,2020-06-21,75.0,2020-05-31,0,spatial,3-step_ahead,0.0,0.0,4.0
51063,1.0,2020-06-28,,2020-05-31,0,spatial,4-step_ahead,0.0,0.0,
51093,8.000000000000016,2020-05-24,166.6666666666672,2020-05-17,0,spatial_mob,1-step_ahead,1.1830630537540026e-13,9.209951068455313e-28,3.0000000000000004
51093,8.000000000000068,2020-05-31,38.46153846153796,2020-05-17,0,spatial_mob,2-step_ahead,6.558539719544907e-13,3.403836198415513e-26,13.0
51093,7.999999999999997,2020-06-07,27.2727272727273,2020-05-17,0,spatial_mob,3-step_ahead,1.5190670590902935e-13,3.4995841907867136e-28,11.000000000000002
51093,7.999999999999753,2020-06-14,33.33333333332922,2020-05-17,0,spatial_mob,4-step_ahead,2.3001295165997324e-12,1.7789858653433232e-25,6.0
51085,35.9999999999999,2020-05-24,47.826086956521905,2020-05-17,0,spatial_mob,1-step_ahead,2.474183756815869e-13,8.977237101415113e-27,69.00000000000001
51085,35.999999999999254,2020-05-31,111.7647058823486,2020-05-17,0,spatial_mob,2-step_ahead,1.7582104507112549e-12,4.351766960869816e-25,17.0
51085,36.00000000718639,2020-06-07,33.33333335994955,2020-05-17,0,spatial_mob,3-step_ahead,6.373481362620224e-08,7.952461360368286e-16,27.0
51085,35.9999999999999,2020-06-14,28.571428571428232,2020-05-17,0,spatial_mob,4-step_ahead,4.0767534591428513e-13,1.886008652202395e-26,28.0
51111,1.0,2020-05-24,80.0,2020-05-17,0,spatial_mob,1-step_ahead,0.0,0.0,4.999999999999999
51111,1.0,2020-05-31,66.66666666666667,2020-05-17,0,spatial_mob,2-step_ahead,1.3877787807814455e-15,6.162975822039155e-33,3.0000000000000004
51111,1.0,2020-06-07,50.0,2020-05-17,0,spatial_mob,3-step_ahead,2.7755575615628914e-15,2.465190328815662e-32,2.0
51111,1.0,2020-06-14,0.0,2020-05-17,0,spatial_mob,4-step_ahead,0.0,0.0,1.0
51093,6.500666711250662,2020-05-24,116.68889037502205,2020-05-17,0,ar,1-step_ahead,42.682250083473285,227.24308271411374,3.0000000000000004
51093,6.500666711250662,2020-05-31,49.994871451917994,2020-05-17,0,ar,2-step_ahead,42.682250083473285,227.24308271411374,13.0
51093,6.500666711250662,2020-06-07,40.90302989772127,2020-05-17,0,ar,3-step_ahead,42.682250083473285,227.24308271411374,11.000000000000002
51093,10.313627721836673,2020-06-14,71.89379536394455,2020-05-17,0,ar,4-step_ahead,43.27966871436277,246.885933642752,6.0
51105,1.0,2020-06-07,0.0,2020-05-31,0,ar,1-step_ahead,0.0,0.0,1.0
51105,1.0,2020-06-14,0.0,2020-05-31,0,ar,2-step_ahead,0.0,0.0,1.0
51105,1.0,2020-06-21,0.0,2020-05-31,0,ar,3-step_ahead,0.0,0.0,1.0
51105,1.0,2020-06-28,,2020-05-31,0,ar,4-step_ahead,0.0,0.0,
51045,1.0,2020-06-07,0.0,2020-05-31,0,spatial_mob,1-step_ahead,0.0,0.0,1.0
51045,1.0,2020-06-14,0.0,2020-05-31,0,spatial_mob,2-step_ahead,0.0,0.0,1.0
51045,1.0,2020-06-21,0.0,2020-05-31,0,spatial_mob,3-step_ahead,0.0,0.0,1.0
51045,1.0,2020-06-28,,2020-05-31,0,spatial_mob,4-step_ahead,0.0,0.0,
51199,5.065538286379568,2020-06-07,36.68077142025537,2020-05-31,0,ar,1-step_ahead,73.66794801230647,8.30755790795109,7.999999999999997
51199,5.969888076880898,2020-06-14,0.501865385318349,2020-05-31,0,ar,2-step_ahead,70.52117830224016,9.023230949860864,6.0
51199,5.969888076880898,2020-06-21,14.715884615987148,2020-05-31,0,ar,3-step_ahead,70.52117830224016,9.023230949860864,6.999999999999999
51199,5.969888076880898,2020-06-28,,2020-05-31,0,ar,4-step_ahead,70.52117830224016,9.023230949860864,
51185,1.0,2020-05-31,50.0,2020-05-24,0,ar,1-step_ahead,0.0,0.0,2.0
51185,1.0,2020-06-07,0.0,2020-05-24,0,ar,2-step_ahead,0.0,0.0,1.0
51185,1.0,2020-06-14,0.0,2020-05-24,0,ar,3-step_ahead,0.0,0.0,1.0
51185,1.0,2020-06-21,0.0,2020-05-24,0,ar,4-step_ahead,0.0,0.0,1.0
51097,1.0,2020-05-24,50.0,2020-05-17,0,spatial,1-step_ahead,0.0,0.0,2.0
51097,1.0,2020-05-31,90.9090909090909,2020-05-17,0,spatial,2-step_ahead,0.0,0.0,11.000000000000002
51097,1.0,2020-06-07,0.0,2020-05-17,0,spatial,3-step_ahead,0.0,0.0,1.0
51097,1.0,2020-06-14,0.0,2020-05-17,0,spatial,4-step_ahead,0.0,0.0,1.0
51017,1.0,2020-06-07,0.0,2020-05-31,0,spatial,1-step_ahead,0.0,0.0,1.0
51017,1.0,2020-06-14,0.0,2020-05-31,0,spatial,2-step_ahead,0.0,0.0,1.0
51017,1.0,2020-06-21,0.0,2020-05-31,0,spatial,3-step_ahead,0.0,0.0,1.0
51017,1.0,2020-06-28,,2020-05-31,0,spatial,4-step_ahead,0.0,0.0,
51155,1.0,2020-05-24,87.5,2020-05-17,0,spatial_mob,1-step_ahead,1.3415194880887308e-14,1.1401505270772436e-31,7.999999999999997
51155,1.0,2020-05-31,75.0,2020-05-17,0,spatial_mob,2-step_ahead,0.0,0.0,4.0
51155,1.0,2020-06-07,80.0,2020-05-17,0,spatial_mob,3-step_ahead,1.295260195396016e-14,4.930380657631323e-31,4.999999999999999
51155,1.0000000000000002,2020-06-14,80.0,2020-05-17,0,spatial_mob,4-step_ahead,5.366077952354923e-14,6.656013887802286e-31,4.999999999999999
51115,1.0,2020-06-07,0.0,2020-05-31,0,spatial_mob,1-step_ahead,0.0,0.0,1.0
51115,1.0,2020-06-14,0.0,2020-05-31,0,spatial_mob,2-step_ahead,0.0,0.0,1.0
51115,1.0,2020-06-21,0.0,2020-05-31,0,spatial_mob,3-step_ahead,0.0,0.0,1.0
51115,1.0,2020-06-28,,2020-05-31,0,spatial_mob,4-step_ahead,0.0,0.0,
51137,22.99999999077866,2020-05-24,4.0092775476375166e-08,2020-05-17,0,spatial_mob,1-step_ahead,2.1969152524106608e-08,1.2928229073492274e-17,23.0
51137,22.99999999999957,2020-05-31,35.2941176470563,2020-05-17,0,spatial_mob,2-step_ahead,2.1404434366056014e-12,4.441476716049615e-26,17.0
51137,22.99999999999979,2020-06-07,474.99999999999466,2020-05-17,0,spatial_mob,3-step_ahead,3.8666698301712793e-13,6.4018281129981035e-27,4.0
51137,21.832563147643963,2020-06-14,81.93802623036629,2020-05-17,0,spatial_mob,4-step_ahead,16.532027650689653,2.1122909444734845,12.0
51179,62.00000000000023,2020-06-07,44.14414414414394,2020-05-31,0,spatial,1-step_ahead,6.051007794947106e-13,3.440380179849877e-25,110.99999999999996
51179,61.99999999999819,2020-06-14,44.186046511623694,2020-05-31,0,spatial,2-step_ahead,2.64595143935196e-12,5.767671311545664e-24,43.0
51179,62.00000000000001,2020-06-21,129.62962962962965,2020-05-31,0,spatial,3-step_ahead,1.2492404352985752e-13,3.9809076721073134e-26,27.0
51179,61.99999999999979,2020-06-28,,2020-05-31,0,spatial,4-step_ahead,1.9613002798757855e-13,4.5753932502818685e-26,
51017,1.0,2020-06-07,0.0,2020-05-31,0,spatial_mob,1-step_ahead,0.0,0.0,1.0
51017,1.0,2020-06-14,0.0,2020-05-31,0,spatial_mob,2-step_ahead,0.0,0.0,1.0
51017,1.0,2020-06-21,0.0,2020-05-31,0,spatial_mob,3-step_ahead,0.0,0.0,1.0
51017,1.0,2020-06-28,,2020-05-31,0,spatial_mob,4-step_ahead,0.0,0.0,
51095,12.000000041147834,2020-05-24,33.33333379053144,2020-05-17,0,spatial,1-step_ahead,3.747341727639044e-07,4.406539130295781e-15,9.000000000000002
51095,12.000000219462578,2020-05-31,50.00000274328226,2020-05-17,0,spatial,2-step_ahead,1.2139146644703351e-06,3.802725245087993e-14,7.999999999999997
51095,11.999999999999357,2020-06-07,36.84210526316128,2020-05-17,0,spatial,3-step_ahead,4.1528204636522165e-12,2.0928795359875527e-25,19.0
51095,11.99999987418077,2020-06-14,71.42856963115388,2020-05-17,0,spatial,4-step_ahead,4.040113379005808e-07,6.815663433512832e-15,6.999999999999999
51137,22.99999999077866,2020-05-24,4.0092775476375166e-08,2020-05-17,0,spatial,1-step_ahead,2.1969152524106608e-08,1.2928229073492274e-17,23.0
51137,22.99999999999957,2020-05-31,35.2941176470563,2020-05-17,0,spatial,2-step_ahead,2.1404434366056014e-12,4.441476716049615e-26,17.0
51137,22.99999999999979,2020-06-07,474.99999999999466,2020-05-17,0,spatial,3-step_ahead,3.8666698301712793e-13,6.4018281129981035e-27,4.0
51137,21.832563147643963,2020-06-14,81.93802623036629,2020-05-17,0,spatial,4-step_ahead,16.532027650689653,2.1122909444734845,12.0
51139,25.61099951131316,2020-06-07,97.00768854856274,2020-05-31,0,ar,1-step_ahead,48.88041756174997,342.4385098966414,13.0
51139,17.00000000000001,2020-06-14,88.88888888888897,2020-05-31,0,ar,2-step_ahead,55.167023323440475,294.58669436694834,9.000000000000002
51139,17.00000000000001,2020-06-21,750.0000000000006,2020-05-31,0,ar,3-step_ahead,55.167023323440475,294.58669436694834,2.0
51139,17.00000000000001,2020-06-28,,2020-05-31,0,ar,4-step_ahead,55.167023323440475,294.58669436694834,
51029,20.000000000001076,2020-06-07,51.21951219511934,2020-05-31,0,spatial_mob,1-step_ahead,7.404655913168017e-12,3.3474609637987084e-23,41.00000000000001
51029,19.99999999999983,2020-06-14,37.500000000000526,2020-05-31,0,spatial_mob,2-step_ahead,3.9034310672714993e-13,8.861629535754974e-26,32.0
51029,19.99999996935084,2020-06-21,1899.9999969350845,2020-05-31,0,spatial_mob,3-step_ahead,4.5672779804754856e-07,1.7165262103064181e-13,1.0
51029,19.999999833770254,2020-06-28,,2020-05-31,0,spatial_mob,4-step_ahead,4.733733409083578e-07,1.3956805193108781e-13,
51183,36.21471536934538,2020-05-31,81.07357684672695,2020-05-24,0,ar,1-step_ahead,43.112001908831,31.011981490300695,20.0
51183,36.21471536934538,2020-06-07,1710.7357684672693,2020-05-24,0,ar,2-step_ahead,43.112001908831,31.011981490300695,2.0
51183,36.21471536934538,2020-06-14,503.57858948908967,2020-05-24,0,ar,3-step_ahead,43.112001908831,31.011981490300695,6.0
51183,36.21471536934538,2020-06-21,624.2943073869077,2020-05-24,0,ar,4-step_ahead,43.112001908831,31.011981490300695,4.999999999999999
51003,32.999999999999986,2020-06-07,37.73584905660381,2020-05-31,0,spatial_mob,1-step_ahead,1.3717955151281615e-13,7.345281103739146e-28,53.00000000000001
51003,33.00000000000013,2020-06-14,26.666666666666355,2020-05-31,0,spatial_mob,2-step_ahead,4.641587376969358e-13,1.1907460933858563e-26,44.99999999999999
51003,32.99999988686009,2020-06-21,10.81081111659432,2020-05-31,0,spatial_mob,3-step_ahead,2.5913998753762995e-07,3.5390663951818068e-15,36.99999999999999
51003,32.999999841355056,2020-06-28,,2020-05-31,0,spatial_mob,4-step_ahead,1.0494897546198955e-06,3.314416232979658e-14,
51153,707.9999999999595,2020-06-07,82.94573643409807,2020-05-31,0,spatial,1-step_ahead,7.135650221860035e-12,2.6837818428733293e-21,387.00000000000006
51153,707.9999999999698,2020-06-14,138.38383838382816,2020-05-31,0,spatial,2-step_ahead,4.394008454710535e-12,9.666611160672977e-22,297.00000000000006
51153,707.9999999652356,2020-06-21,207.82608694140671,2020-05-31,0,spatial,3-step_ahead,2.7251423769529845e-09,4.079068828571845e-16,230.00000000000009
51153,707.999998664758,2020-06-28,,2020-05-31,0,spatial,4-step_ahead,1.4047347718634693e-07,1.658285517084839e-12,
51121,2.6615288690984933,2020-05-31,84.34394782883238,2020-05-24,0,ar,1-step_ahead,41.6313235068569,29.50247035717976,17.0
51121,2.6615288690984933,2020-06-07,33.46177827253768,2020-05-24,0,ar,2-step_ahead,41.6313235068569,29.50247035717976,4.0
51121,2.6615288690984933,2020-06-14,73.38471130901506,2020-05-24,0,ar,3-step_ahead,41.6313235068569,29.50247035717976,10.000000000000002
51121,2.6615288690984933,2020-06-21,66.73088913626883,2020-05-24,0,ar,4-step_ahead,41.6313235068569,29.50247035717976,7.999999999999997
51061,56.99999999999991,2020-05-24,35.71428571428548,2020-05-17,0,spatial_mob,1-step_ahead,1.0618882999394991e-13,3.671974950480793e-27,42.00000000000001
51061,56.9999999999998,2020-05-31,78.12499999999937,2020-05-17,0,spatial_mob,2-step_ahead,2.0767910994557024e-13,1.1026327954629978e-26,32.0
51061,57.00000000000011,2020-06-07,67.64705882352969,2020-05-17,0,spatial_mob,3-step_ahead,8.461211460165297e-14,1.3461911347596565e-27,34.00000000000001
51061,56.9999999999998,2020-06-14,159.09090909090816,2020-05-17,0,spatial_mob,4-step_ahead,2.6688760622493676e-13,1.5673704762513264e-26,22.000000000000004
51097,1.0,2020-05-24,50.0,2020-05-17,0,ar,1-step_ahead,0.0,0.0,2.0
51097,1.0,2020-05-31,90.9090909090909,2020-05-17,0,ar,2-step_ahead,0.0,0.0,11.000000000000002
51097,1.0,2020-06-07,0.0,2020-05-17,0,ar,3-step_ahead,0.0,0.0,1.0
51097,1.0,2020-06-14,0.0,2020-05-17,0,ar,4-step_ahead,0.0,0.0,1.0
51013,285.4945681602496,2020-05-31,228.15467604626386,2020-05-24,0,ar,1-step_ahead,10.716472917951718,703.2375601383471,87.0
51013,285.4945681602496,2020-06-07,128.39565452819957,2020-05-24,0,ar,2-step_ahead,10.716472917951718,703.2375601383471,125.00000000000004
51013,275.60615898396026,2020-06-14,232.0556132336869,2020-05-24,0,ar,3-step_ahead,10.785811717481112,724.2573221583533,83.00000000000003
51013,275.60615898396026,2020-06-21,761.2692468248758,2020-05-24,0,ar,4-step_ahead,10.785811717481112,724.2573221583533,32.0
51169,1.0,2020-06-07,0.0,2020-05-31,0,ar,1-step_ahead,0.0,0.0,1.0
51169,1.0,2020-06-14,0.0,2020-05-31,0,ar,2-step_ahead,0.0,0.0,1.0
51169,1.0,2020-06-21,0.0,2020-05-31,0,ar,3-step_ahead,0.0,0.0,1.0
51169,1.0,2020-06-28,,2020-05-31,0,ar,4-step_ahead,0.0,0.0,
51173,1.4810418099587586,2020-05-24,48.104180995875865,2020-05-17,0,ar,1-step_ahead,40.59572566879054,2.709532587021156,1.0
51173,1.4810418099587586,2020-05-31,48.104180995875865,2020-05-17,0,ar,2-step_ahead,40.59572566879054,2.709532587021156,1.0
51173,1.4810418099587586,2020-06-07,25.947909502062068,2020-05-17,0,ar,3-step_ahead,40.59572566879054,2.709532587021156,2.0
51173,1.2330165664069306,2020-06-14,91.19273881137907,2020-05-17,0,ar,4-step_ahead,40.59572566879054,2.709532587021156,13.999999999999995
51173,0.9999999999999992,2020-05-24,8.881784197001252e-14,2020-05-17,0,spatial_mob,1-step_ahead,8.280413391995957e-14,1.2631018947269245e-29,1.0
51173,1.0000000000000002,2020-05-31,2.220446049250313e-14,2020-05-17,0,spatial_mob,2-step_ahead,2.127927463864884e-14,1.6023737137301804e-31,1.0
51173,1.0000000000000062,2020-06-07,49.99999999999969,2020-05-17,0,spatial_mob,3-step_ahead,4.912736883966318e-13,4.505012066394181e-28,2.0
51173,0.9999999999999798,2020-06-14,92.857142857143,2020-05-17,0,spatial_mob,4-step_ahead,1.2961853812498705e-12,2.465190328815662e-28,13.999999999999995
51177,74.80480370442356,2020-05-24,45.39795350042077,2020-05-17,0,ar,1-step_ahead,19.791060559268264,64.38599015340066,137.00000000000003
51177,74.80480370442356,2020-05-31,31.37173972071231,2020-05-17,0,ar,2-step_ahead,19.791060559268264,64.38599015340066,108.99999999999996
51177,74.80480370442356,2020-06-07,36.06427033809953,2020-05-17,0,ar,3-step_ahead,19.791060559268264,64.38599015340066,117.00000000000004
51177,74.80480370442356,2020-06-14,45.793620504040916,2020-05-17,0,ar,4-step_ahead,19.791060559268264,64.38599015340066,138.00000000000006
51183,38.99999999999993,2020-05-31,94.9999999999997,2020-05-24,0,spatial_mob,1-step_ahead,2.994012098481893e-13,1.3426782385410943e-27,20.0
51183,38.999999999995346,2020-06-07,1849.9999999997672,2020-05-24,0,spatial_mob,2-step_ahead,7.618187148748977e-12,8.027195186941067e-24,2.0
51183,39.00000000000062,2020-06-14,550.0000000000103,2020-05-24,0,spatial_mob,3-step_ahead,1.0229578733021531e-12,1.3014516897069036e-25,6.0
51183,38.99999999999993,2020-06-21,679.9999999999987,2020-05-24,0,spatial_mob,4-step_ahead,1.1378182310219576e-13,1.6211338121324674e-27,4.999999999999999
51139,16.99999999999997,2020-06-07,30.769230769230553,2020-05-31,0,spatial_mob,1-step_ahead,1.1347703718099985e-13,1.6065152334825904e-27,13.0
51139,16.99999999999994,2020-06-14,88.88888888888819,2020-05-31,0,spatial_mob,2-step_ahead,3.537783093296921e-13,1.449147343652314e-26,9.000000000000002
51139,17.000000000000295,2020-06-21,750.0000000000148,2020-05-31,0,spatial_mob,3-step_ahead,1.618339599509298e-12,2.902441137437696e-25,2.0
51139,17.000000000000032,2020-06-28,,2020-05-31,0,spatial_mob,4-step_ahead,1.439374834065449e-13,2.219164333999859e-27,
51033,17.999999991774693,2020-06-07,18.181818219205933,2020-05-31,0,spatial,1-step_ahead,7.333007723710477e-08,9.390401460460014e-17,22.000000000000004
51033,17.999999994896207,2020-06-14,2.835438550619074e-08,2020-05-31,0,spatial,2-step_ahead,1.57640247519185e-07,1.5648457585943528e-16,17.999999999999996
51033,17.99999993804283,2020-06-21,1699.9999938042831,2020-05-31,0,spatial,3-step_ahead,1.8174602865219635e-07,6.8239403075349745e-16,1.0
51033,17.999999999482284,2020-06-28,,2020-05-31,0,spatial,4-step_ahead,3.109743856425566e-07,1.2960778067178595e-15,
51107,445.93916342079524,2020-06-07,17.044399847977704,2020-05-31,0,ar,1-step_ahead,19.01041026971255,7542.768171395948,381.00000000000017
51107,445.93916342079524,2020-06-14,101.7824268872377,2020-05-31,0,ar,2-step_ahead,19.01041026971255,7542.768171395948,220.99999999999991
51107,445.93916342079524,2020-06-21,220.81954202934918,2020-05-31,0,ar,3-step_ahead,19.01041026971255,7542.768171395948,138.99999999999997
51107,445.93916342079524,2020-06-28,,2020-05-31,0,ar,4-step_ahead,19.01041026971255,7542.768171395948,
51059,1148.9999999999213,2020-06-07,30.272108843528482,2020-05-31,0,spatial_mob,1-step_ahead,6.8159538899196734e-12,1.0035227560109753e-20,882.0000000000001
51059,1148.9999999999875,2020-06-14,186.5336658354084,2020-05-31,0,spatial_mob,2-step_ahead,1.3225633127917206e-12,3.8056770525974853e-22,401.00000000000006
51059,1149.000003037476,2020-06-21,367.0731719664538,2020-05-31,0,spatial_mob,3-step_ahead,1.8361849040971984e-07,8.804831042225945e-12,245.99999999999991
51059,1149.0000008860904,2020-06-28,,2020-05-31,0,spatial_mob,4-step_ahead,3.799999161200893e-08,6.125087381109208e-13,
51051,1.0,2020-06-07,0.0,2020-05-31,0,spatial_mob,1-step_ahead,0.0,0.0,1.0
51051,1.0,2020-06-14,0.0,2020-05-31,0,spatial_mob,2-step_ahead,0.0,0.0,1.0
51051,1.0,2020-06-21,0.0,2020-05-31,0,spatial_mob,3-step_ahead,0.0,0.0,1.0
51051,1.0,2020-06-28,,2020-05-31,0,spatial_mob,4-step_ahead,0.0,0.0,
51095,12.000000041147834,2020-05-24,33.33333379053144,2020-05-17,0,spatial_mob,1-step_ahead,3.747341727639044e-07,4.406539130295781e-15,9.000000000000002
51095,12.000000219462578,2020-05-31,50.00000274328226,2020-05-17,0,spatial_mob,2-step_ahead,1.2139146644703351e-06,3.802725245087993e-14,7.999999999999997
51095,11.999999999999357,2020-06-07,36.84210526316128,2020-05-17,0,spatial_mob,3-step_ahead,4.1528204636522165e-12,2.0928795359875527e-25,19.0
51095,11.99999987418077,2020-06-14,71.42856963115388,2020-05-17,0,spatial_mob,4-step_ahead,4.040113379005808e-07,6.815663433512832e-15,6.999999999999999
51041,314.0252609642024,2020-06-07,10.788278135169744,2020-05-31,0,ar,1-step_ahead,5.141600781515809,259.5640600339291,351.99999999999983
51041,294.63833764734636,2020-06-14,24.451708295552226,2020-05-31,0,ar,2-step_ahead,5.184502619340211,321.0413206651774,390.00000000000006
51041,265.6058428155632,2020-06-21,58.09871596164477,2020-05-31,0,ar,3-step_ahead,9.545877886442351,940.0949678783079,167.99999999999997
51041,294.2455243966898,2020-06-28,,2020-05-31,0,ar,4-step_ahead,8.305227053049414,459.87153423024233,
51107,408.9999995425555,2020-06-07,7.349081244765188,2020-05-31,0,spatial_mob,1-step_ahead,6.502066604007034e-08,6.689883461258653e-14,381.00000000000017
51107,409.00000040060297,2020-06-14,85.06787348443582,2020-05-31,0,spatial_mob,2-step_ahead,1.357724598868257e-07,2.0266186459941505e-13,220.99999999999991
51107,408.99999999999466,2020-06-21,194.24460431654305,2020-05-31,0,spatial_mob,3-step_ahead,9.989020837949683e-13,1.8467170682351466e-23,138.99999999999997
51107,409.0000000000049,2020-06-28,,2020-05-31,0,spatial_mob,4-step_ahead,1.1319681766966246e-12,1.7601039273742245e-23,
51093,8.000000000000016,2020-05-24,166.6666666666672,2020-05-17,0,spatial,1-step_ahead,1.1830630537540026e-13,9.209951068455313e-28,3.0000000000000004
51093,8.000000000000068,2020-05-31,38.46153846153796,2020-05-17,0,spatial,2-step_ahead,6.558539719544907e-13,3.403836198415513e-26,13.0
51093,7.999999999999997,2020-06-07,27.2727272727273,2020-05-17,0,spatial,3-step_ahead,1.5190670590902935e-13,3.4995841907867136e-28,11.000000000000002
51093,7.999999999999753,2020-06-14,33.33333333332922,2020-05-17,0,spatial,4-step_ahead,2.3001295165997324e-12,1.7789858653433232e-25,6.0
51063,1.0,2020-06-07,0.0,2020-05-31,0,spatial_mob,1-step_ahead,0.0,0.0,1.0
51063,1.0,2020-06-14,0.0,2020-05-31,0,spatial_mob,2-step_ahead,0.0,0.0,1.0
51063,1.0,2020-06-21,75.0,2020-05-31,0,spatial_mob,3-step_ahead,0.0,0.0,4.0
51063,1.0,2020-06-28,,2020-05-31,0,spatial_mob,4-step_ahead,0.0,0.0,
51169,1.0,2020-06-07,0.0,2020-05-31,0,spatial_mob,1-step_ahead,0.0,0.0,1.0
51169,1.0,2020-06-14,0.0,2020-05-31,0,spatial_mob,2-step_ahead,0.0,0.0,1.0
51169,1.0,2020-06-21,0.0,2020-05-31,0,spatial_mob,3-step_ahead,0.0,0.0,1.0
51169,1.0,2020-06-28,,2020-05-31,0,spatial_mob,4-step_ahead,0.0,0.0,
51091,1.0,2020-06-07,0.0,2020-05-31,0,spatial_mob,1-step_ahead,0.0,0.0,1.0
51091,1.0,2020-06-14,0.0,2020-05-31,0,spatial_mob,2-step_ahead,0.0,0.0,1.0
51091,1.0,2020-06-21,0.0,2020-05-31,0,spatial_mob,3-step_ahead,0.0,0.0,1.0
51091,1.0,2020-06-28,,2020-05-31,0,spatial_mob,4-step_ahead,0.0,0.0,
51087,195.50616470461895,2020-06-07,2.2469176476904678,2020-05-31,0,ar,1-step_ahead,22.78118415479645,4309.220608971337,199.99999999999991
51087,313.16248858361,2020-06-14,111.59627607000685,2020-05-31,0,ar,2-step_ahead,6.774678075112268,473.2839303649191,147.99999999999994
51087,313.16248858361,2020-06-21,296.4082133969747,2020-05-31,0,ar,3-step_ahead,6.774678075112268,473.2839303649191,79.0
51087,313.16248858361,2020-06-28,,2020-05-31,0,ar,4-step_ahead,6.774678075112268,473.2839303649191,
51199,9.000000000000037,2020-06-07,12.50000000000049,2020-05-31,0,spatial_mob,1-step_ahead,2.2728732476353894e-13,8.747481362769495e-28,7.999999999999997
51199,9.000000000000021,2020-06-14,50.00000000000036,2020-05-31,0,spatial_mob,2-step_ahead,5.007105841059455e-13,1.717849391707728e-27,6.0
51199,8.999999999999991,2020-06-21,28.57142857142849,2020-05-31,0,spatial_mob,3-step_ahead,1.5771334855369586e-13,2.0000089137681465e-28,6.999999999999999
51199,9.000000034721559,2020-06-28,,2020-05-31,0,spatial_mob,4-step_ahead,1.3921998301105433e-07,2.2152621812227684e-16,
51063,1.0,2020-06-07,0.0,2020-05-31,0,ar,1-step_ahead,0.0,0.0,1.0
51063,1.0,2020-06-14,0.0,2020-05-31,0,ar,2-step_ahead,0.0,0.0,1.0
51063,1.0,2020-06-21,75.0,2020-05-31,0,ar,3-step_ahead,0.0,0.0,4.0
51063,1.0,2020-06-28,,2020-05-31,0,ar,4-step_ahead,0.0,0.0,
51111,1.0,2020-05-24,80.0,2020-05-17,0,spatial,1-step_ahead,0.0,0.0,4.999999999999999
51111,1.0,2020-05-31,66.66666666666667,2020-05-17,0,spatial,2-step_ahead,1.3877787807814455e-15,6.162975822039155e-33,3.0000000000000004
51111,1.0,2020-06-07,50.0,2020-05-17,0,spatial,3-step_ahead,2.7755575615628914e-15,2.465190328815662e-32,2.0
51111,1.0,2020-06-14,0.0,2020-05-17,0,spatial,4-step_ahead,0.0,0.0,1.0
51165,58.86902129024514,2020-06-07,22.643794354677354,2020-05-31,0,ar,1-step_ahead,13.34562952821427,106.07692907551927,48.00000000000001
51165,58.86902129024514,2020-06-14,102.99662513877631,2020-05-31,0,ar,2-step_ahead,13.34562952821427,106.07692907551927,29.000000000000004
51165,58.86902129024514,2020-06-21,435.17292082041024,2020-05-31,0,ar,3-step_ahead,13.34562952821427,106.07692907551927,11.000000000000002
51165,60.000000000000036,2020-06-28,,2020-05-31,0,ar,4-step_ahead,14.870141141195694,131.07029845658326,
51045,1.0,2020-06-07,0.0,2020-05-31,0,spatial,1-step_ahead,0.0,0.0,1.0
51045,1.0,2020-06-14,0.0,2020-05-31,0,spatial,2-step_ahead,0.0,0.0,1.0
51045,1.0,2020-06-21,0.0,2020-05-31,0,spatial,3-step_ahead,0.0,0.0,1.0
51045,1.0,2020-06-28,,2020-05-31,0,spatial,4-step_ahead,0.0,0.0,
51181,1.0,2020-05-24,66.66666666666667,2020-05-17,0,ar,1-step_ahead,13.406154065074597,0.10845792008129136,3.0000000000000004
